geo,host,facility_counts,hosts_facility_counts,total_pop,white_only_pct,white_only_non_hispanic_pct,hispanic_pct,black_only_pct,asian_only_pct,vacant_housing_pct,renter_pct,median_income,bachelors_pct,high_school_pct,graduate_pct,less_than_9th_pct,female_bachelors_pct,female_graduate_pct,female_high_school_pct,female_less_than_9th_pct,male_bachelors_pct,male_graduate_pct,male_high_school_pct,male_less_than_9th_pct,female_median_income,male_median_income,people_of_color_pct
06073009301,Host,5,5,4337,47.5,42.7,24.5,6.9,16.9,3.1,45.7,106974,42,92.1,17.1,6.3,36.6,12,89.9,8.3,47.4,22,94.3,4.4,46575,69077,57.3
06073009305,Host,5,5,4948,57.5,52.9,19.1,6.2,13.7,4.2,61.5,128674,51.5,95.3,21.3,0.8,63.7,29.9,95.9,1,40.8,13.7,94.6,0.7,100587,49707,47.1
06073009306,Host,5,5,6125,51.8,46.8,21.6,6.3,16.8,3.2,51.7,136375,59,99.1,20,0,66.2,23.6,99.7,0,52.9,16.9,98.6,0,72828,70221,53.2
06073009307,Host,1,1,4863,52.6,47.3,22,8.8,14.9,6.7,80.5,114604,62.6,98.5,14.2,1,61.8,16.8,97.9,0.9,63.4,11.8,99,1,61081,84362,52.7
06073009308,Host,1,1,4319,52,47,22.9,9.1,13.9,6.3,79.7,87995,46.4,97.7,14.7,0.8,52.6,24.3,94.6,1.9,41.7,7.2,100,0,82842,71097,53
06073009400,Host,24,24,8035,71.4,48.6,29.3,10,8.6,5.2,99.1,86774,35.2,99.3,13.5,0,57.5,22.2,100,0,24,9.1,99,0,34013,37212,51.4
06073009502,Host,8,8,3801,59.9,56.1,17.3,5.1,13.2,4.1,38.8,137218,63.2,98.3,26.4,0.8,63.5,28.7,96.5,1.5,62.9,24.1,100,0,75781,88839,43.9
06073009504,Non-Host,11,0,7198,61.1,58.9,9.6,2.3,22,9.5,19.6,NA,74,99.1,40.4,0.4,71.7,35.5,100,0,76.3,45.3,98.3,0.9,90446,156473,41.1
06073009505,Non-Host,3,0,6559,62.4,58.9,13.2,2.8,16.6,2,31.9,111890,61,97.3,22.9,0.6,63.7,23.9,99,0.8,57.7,21.7,95.3,0.4,74724,104338,41.1
06073009506,Non-Host,3,0,4385,62.5,58.5,15.9,4.3,11.5,2.3,26.8,154250,64,98.4,32.2,0.9,58.5,31.1,98.3,1.5,70.5,33.5,98.6,0.1,74345,83875,41.5
06073009507,Non-Host,1,0,3550,59.8,55.3,17.3,5.5,11.9,2.8,42.8,113875,61.9,95.9,26.5,2.7,69.8,28.3,98.7,1.3,53.6,24.5,93.1,4.1,69375,78171,44.7
06073009509,Non-Host,4,0,5314,57,51.8,20,9.3,11,4.2,78,105272,58.8,96.1,22.2,0.9,56.6,20.5,91.7,2,60.8,23.7,100,0,61357,67459,48.2
06073009510,Host,5,5,4813,61.7,53.4,25.5,8.1,3.6,7.1,99.2,57759,24.3,99.5,8.7,0,23.3,6.2,99.1,0,25.3,11.3,100,0,60781,52500,46.6
06073009511,Host,4,4,3852,56.5,50.2,21.7,12.8,4,12.1,99.7,69087,33.2,97.4,15.3,0.3,34.6,9.2,97.8,0.7,31.6,21.7,96.9,0,58171,60842,49.8
06073009602,Non-Host,0,0,3946,66.7,61.7,19.9,2.6,8.4,5.1,28.5,153575,58.7,97.7,22.1,1,59.7,27.1,95.7,1.7,57.7,17,99.8,0.2,85912,92344,38.3
06073009603,Non-Host,1,0,6293,46.2,40.3,26.9,11.2,14,7.9,71.4,70571,41.7,91.9,14.8,5.2,45.6,19.3,92.4,2.7,38.3,10.9,91.5,7.4,53229,46125,59.7
06073009604,Non-Host,0,0,3553,60.3,54.6,22.1,6.4,9.2,6,45.4,90282,47.5,92.4,14.4,1.5,53.6,15.2,97.7,1.6,42.3,13.6,87.8,1.4,65646,61373,45.4
06073009703,Non-Host,0,0,3590,70.3,65.9,19.3,2.4,5,2.6,20.6,132094,53.5,97.1,19.8,0.9,59.4,25.5,96.2,1.1,48.3,14.8,97.8,0.7,80179,86125,34.099999999999994
06073009704,Non-Host,0,0,6152,67.9,63.3,16.1,4.8,7.5,3,27.5,114712,61.6,95.3,24.9,3.1,59.8,26,93.1,4.4,64.4,23.3,98.7,1.3,59732,83111,36.7
06073009705,Non-Host,0,0,3847,66.8,62.9,17.7,5,6.9,4.6,25.7,136742,61.6,98.6,23.1,0.8,61.9,21.4,98.5,0.8,61.3,24.9,98.7,0.7,64018,76106,37.1
06073009706,Non-Host,0,0,7520,73.3,69.6,14.8,2.7,6.1,3.1,18.2,138617,68.4,98.1,25.9,0,64.4,25.1,96.3,0.1,72.5,26.7,100,0,73488,75919,30.400000000000006
06073009801,Non-Host,0,0,5164,68.8,64.7,17.2,4.2,6.4,3.9,39,130543,59.3,98.8,19.7,0.9,60.1,14.9,99,1,58.2,26.2,98.5,0.9,83744,90083,35.3
06073009802,Non-Host,0,0,6586,58.9,53.2,21.7,8.5,8.5,2.5,40.5,107429,50.9,96.1,16.9,1.9,48.7,17.6,98,1.1,53.4,16.2,94,2.8,41848,83378,46.8
06073009804,Non-Host,1,0,5024,69.6,65.2,17,3.6,6.7,1.2,14.9,148026,51.2,92,20.9,3.8,50.7,19.5,88.8,6.7,51.9,22.5,95.9,0.3,66146,87500,34.8
06073009805,Non-Host,0,0,4802,71.6,67.7,16.1,2.3,6,2.5,25.4,101644,53.6,96.2,24.2,1.4,55.6,25.8,97.8,0.9,50.9,21.9,93.9,2,75685,102321,32.3
06073009901,Host,2,2,678,71.1,59.3,18,11.9,5.9,2.9,60.6,NA,53.2,100,42.9,0,63.5,30.3,100,0,50.7,45.9,100,0,36343,100949,40.7
06073009902,Host,10,10,6,66.7,66.7,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3
06073010001,Host,2,2,4032,19.7,8.7,68.7,3.3,15.5,2.8,28,101591,23,77.9,6.2,8.4,15.2,4.2,73.4,9.7,30.5,8.1,82.3,7.2,32298,54896,91.3
06073010003,Host,2,2,5806,17.2,8.8,70.4,2.6,15.4,1.2,16.3,98913,16.6,88.9,5,3.9,22.1,7.8,86.1,5.7,12.2,2.8,91.2,2.5,40914,46774,91.2
06073010004,Host,1,1,4538,20.6,6.5,80.1,2.2,9.7,0.3,16.3,105074,15.7,70.8,4.7,17.5,17.8,7,75.5,10.9,13.5,2.3,66,24.2,29107,55558,93.5
06073010005,Host,1,1,7060,20,2.7,93.8,1,2.3,0.5,62.9,35503,8.1,62.3,3.3,18.8,6.7,1.8,54.7,26.3,10.1,5.5,73.3,7.9,32896,40110,97.3
06073010009,Non-Host,1,0,6517,14.7,2.9,92.3,1.8,2.4,1,65,74063,13.7,64.1,2.6,16,16.2,3.6,63.8,17.9,10.8,1.4,64.5,13.7,35021,45977,97.1
06073010010,Host,1,1,5506,22.6,8.4,78.3,2.4,9.5,1.5,43.6,65000,16.7,74,2.3,12.1,14.6,3.9,71.6,15.1,19,0.6,76.7,8.8,34556,42302,91.6
06073010011,Host,1,1,3603,19.8,8.6,69.6,3.9,15.1,0.7,31.4,111429,10.9,84.6,4.2,8.4,14.1,5.4,81,12.6,7.6,3,88.4,4.1,30787,58021,91.4
06073010012,Host,1,1,4567,12.7,2.2,95.1,1.6,1.1,3.6,66,86111,16.1,68.1,4.3,14.1,13.5,3.3,66.8,17,19,5.4,69.6,10.8,29471,55997,97.8
06073010013,Host,1,1,6009,13.9,1.7,97.1,0.6,0.6,3.4,87.5,69459,7.8,55.6,2.4,17.6,9.4,3.6,63.5,16.5,6.4,1.5,48.6,18.6,27665,44345,98.3
06073010015,Non-Host,6,0,4582,16.5,6.8,71.5,8.6,11.2,1.6,28.7,129107,31.1,82,9.3,7.5,34.7,15.6,82.7,9.6,28,4.1,81.3,5.7,42500,83226,93.2
06073010016,Host,5,5,4126,25.3,25,37.2,33.9,1.1,0,50,NA,4.1,63.7,1,9.3,0,0,100,0,4.2,1,63,9.5,NA,11905,75
06073010017,Host,3,3,5818,18.7,10.9,53.2,10.4,21.7,3.9,30,108042,26.8,90.1,9.3,6,23.9,6.4,88.4,7.4,29.8,12.4,91.9,4.5,46932,62125,89.1
06073010018,Host,4,4,6718,18.6,9.8,59.5,8.5,19.1,3.2,50.7,139643,42.5,90.9,13.3,6.3,43.4,13.1,87.7,9.7,41.7,13.5,94.3,2.9,70140,74063,90.2
06073010019,Host,3,3,4045,20.5,11.7,53.2,8.5,21.2,3,42.2,131316,47.6,89.6,9.2,6.9,52.4,6.8,88,7.5,42.8,11.7,91.2,6.3,54244,76625,88.3
06073010103,Host,2,2,6248,27.4,14.8,72.7,3.7,5.8,3,49.6,57500,11.8,79.8,4.4,8.7,11.9,5.4,73.1,10.7,11.6,3.5,85.8,6.8,32348,45557,85.2
06073010104,Host,1,1,3378,33.2,25.6,53.8,2.8,12.4,1.8,28.9,103315,21.6,83.8,5.1,8.2,22.8,8,85.4,9.7,20.5,2.1,82.2,6.8,49797,61607,74.4
06073010106,Host,1,1,5237,20.4,5.6,87.8,1.8,3.6,1.9,50.3,50833,16.8,62.8,2.1,14.9,14.4,1,58.8,17.9,19.2,3.3,67,11.8,29625,48795,94.4
06073010107,Host,1,1,6578,28.5,9.9,77,2.4,8.7,4.5,38.8,85875,14.5,80.1,5.3,6.7,17,6.8,80.8,9.4,11.9,3.9,79.5,4,33242,48607,90.1
06073010109,Non-Host,1,0,4597,17.6,6.3,75.6,4.3,11.4,2.6,30.2,104630,17.7,76.4,2.6,12,18,5,78.1,13.9,17.4,0.2,74.6,10,50170,49135,93.7
06073010110,Host,1,1,7510,20.8,9.8,69.6,3.5,13.7,2.1,51.9,68333,15.9,78.3,3.7,9.2,18.8,4.2,76.1,11.7,12.4,3.1,81.1,6.2,31939,46033,90.2
06073010111,Host,1,1,3289,14,2.5,93.4,0.7,2.3,1.3,49.2,59561,12.4,64.7,2.4,13.1,16.3,3.7,64.8,14.5,8.1,0.9,64.6,11.6,27981,38158,97.5
06073010112,Host,1,1,5204,17.8,5.5,85.6,4.3,3.3,3,80.5,57083,13.6,69.1,3.1,12.5,12.7,2.8,68,17,14.6,3.4,70.4,7.4,36020,48689,94.5
06073010201,Non-Host,2,0,2768,64.8,58.1,26.8,3,4.9,19.4,57.5,108250,41.5,97.4,17.1,1.2,52.5,24.8,98.4,0,30.6,9.5,96.4,2.3,70388,80074,41.9
06073010202,Host,1,1,3499,56,46.1,40.9,3.2,3.7,7.3,64.1,103247,39.2,91.6,7.9,0.8,39.8,4,95.6,1.7,38.7,11.7,87.7,0,54844,67316,53.9
06073010300,Host,1,1,4485,46.5,36,46.8,3,6.9,2.9,52.9,77722,20.9,77.7,6.6,7.9,21.9,9,76.4,10.5,19.9,4.1,79.1,5.1,32275,58545,64
06073010401,Host,1,1,2452,33.6,23.1,64.6,4.4,3.7,6,77.5,70609,19,88.3,4.4,5.5,19.9,5.6,84.6,7.7,18,3.3,92,3.3,40417,49861,76.9
06073010402,Non-Host,1,0,5800,30,19,63.9,3.8,9.2,2.8,77.9,59227,14.3,77.9,2.9,9.9,13.3,1.4,76.2,10.6,15.5,4.5,79.7,9.1,31140,42730,81
06073010501,Host,1,1,1365,61.3,53.8,33.8,2.3,4.5,7,51,118634,43.3,95.3,15.9,2.3,41.3,17.5,94.1,2.8,44.8,14.6,96.3,1.9,48750,88333,46.2
06073010502,Host,1,1,5766,36.4,25.5,58,4.8,6.4,5,81.8,65351,11.2,82.9,5.4,7.5,16.7,10.1,79.6,6.5,7.2,1.9,85.4,8.3,34325,47016,74.5
06073010601,Host,3,3,2106,73.8,70.7,19.7,1,4,25.4,24.9,202692,76.9,96.8,40.7,2.8,67.2,29.2,94.3,5.7,86.3,51.8,99.3,0,44250,158083,29.299999999999997
06073010800,Host,3,3,2339,81.8,79.3,10.8,0.6,2.3,15.3,50.6,132000,70.8,99.6,27.6,0,71.1,27.5,99.1,0,70.5,27.8,100,0,43750,111250,20.700000000000003
06073010900,Host,5,5,1627,80.7,77.5,15,0.5,2.1,18.5,34.1,179063,73.3,96.8,40.7,0.2,74.9,39.7,99.6,0.4,71.7,41.7,94,0,NA,129239,22.5
06073011000,Host,5,5,2983,78.7,73.8,15,2.3,3.3,11.6,65.2,97237,64.9,95,29.5,0.5,66.7,29.8,97.9,0.8,63.1,29.2,92,0.1,56856,84034,26.200000000000003
06073011100,Host,7,7,3795,77.7,74.3,14.2,0.6,3.1,12,52.3,127050,69.1,98.9,35,0,65.7,31.2,99.4,0,72.8,39.2,98.5,0,53561,106875,25.700000000000003
06073011300,Host,5,5,4036,55.6,45.5,24.4,20.8,4.5,3.2,95,155114,35.3,100,23.4,0,37.1,19.4,100,0,34.6,24.8,100,0,70962,61982,54.5
06073011601,Host,3,3,5713,16.2,4.2,81.3,2.6,10.7,5.3,85,69542,11.9,70.2,2.3,17,10.9,2.5,70.5,15.7,12.9,2.1,70,18.4,33581,35172,95.8
06073011602,Host,2,2,3520,20.5,8.9,75.3,5.4,9,2.1,82.1,57303,15.5,63.7,1.3,23.5,19.8,1,65.4,27.4,10.4,1.6,61.6,19,25450,41443,91.1
06073011700,Host,3,3,7569,20.7,7.2,59.6,4.1,26.6,3.8,81.5,56045,13.6,75.1,2.1,16.7,12.9,0.6,71.7,20.6,14.3,3.7,78.7,12.7,29349,36718,92.8
06073011801,Host,4,4,3692,18.4,7.2,77.5,2.2,11.6,3.3,68.1,61146,16.4,70.5,5.7,22.8,15,6.1,69.3,22.5,18.1,5.3,71.9,23.2,34135,33750,92.8
06073011802,Host,4,4,6636,17.3,5.2,74.4,3.6,14,3.5,72.4,57273,15.4,67.8,2.4,10.6,14.5,3,65.8,14.6,16.4,1.6,70.1,5.9,24566,34414,94.8
06073011902,Non-Host,2,0,5797,23.9,11.8,55.3,5.3,25.8,4.1,33.5,76685,19.5,80.2,6.5,11.1,21.7,7.2,82.6,10.4,16.4,5.5,76.8,12.1,31302,45809,88.2
06073012002,Non-Host,2,0,3394,11.4,4.9,40.8,5.5,46.2,3,82.6,38973,27.4,68.5,3.5,19.6,36.6,5.4,70.6,16.8,14.7,0.9,65.7,23.4,37163,30583,95.1
06073012003,Non-Host,1,0,3372,21,9.4,57.9,2.6,27,1.4,40.3,93438,20.8,83.4,4,7.3,29.3,4.6,81.4,10.2,12.4,3.4,85.3,4.5,33355,49250,90.6
06073012101,Host,2,2,2167,25.7,12.5,71.9,1.8,10,3.2,56.1,93824,13.6,82.7,4.6,13.7,16.2,3.4,81.7,14.1,10.7,5.9,83.8,13.3,35094,52448,87.5
06073012102,Non-Host,2,0,3160,23.1,9.4,74.5,3,11.7,2.1,52.1,70125,15.7,87.2,4.5,5,17.3,4.8,85.5,5.3,13.9,4.1,89,4.6,36172,54534,90.6
06073012200,Non-Host,2,0,3513,21.7,9.8,76.2,2.9,8.4,3.7,46.8,60500,14.6,81.8,6.3,9.4,11.2,3.1,78.7,10.1,18.2,9.6,85.1,8.7,25625,45536,90.2
06073012302,Non-Host,0,0,1889,31,17.7,68.4,3.5,7.4,6,84.4,44750,31.3,83.3,10.1,13.6,28.4,9.9,78.4,19.4,35,10.3,89.4,6.3,44000,58633,82.3
06073012303,Non-Host,1,0,3669,42.6,30.1,55.2,5.4,6.6,6.1,66.2,75024,28.3,89.2,7.7,5.4,28,9.8,89,5.9,28.6,5.6,89.4,4.9,42121,48830,69.9
06073012304,Non-Host,0,0,3997,41.8,28.8,56.9,3.1,7,4.6,51.4,90300,35.2,88.8,12.7,8,40.7,11,91.3,7.9,30.6,14.2,86.7,8.2,45076,55781,71.2
06073012401,Host,2,2,3693,24.6,12.3,74.2,3.8,6.7,4.4,73.6,81538,20.2,71.3,6.8,13.2,20.7,5.5,68.9,13.4,19.8,8.1,73.7,13,32788,65347,87.7
06073012402,Non-Host,1,0,5822,24.9,13.5,75.6,4.2,4.6,3.7,79,64018,17.1,80.5,5.1,11.8,18.2,6.1,86.7,9.4,16,4,73.6,14.4,42137,45421,86.5
06073012501,Non-Host,0,0,4401,20.4,8,79.8,5.3,4.3,2.3,70.2,43125,9.1,69.9,1.8,12.1,5.2,1.1,72.5,14.6,14,2.7,66.7,9,32984,44141,92
06073012502,Host,2,2,4576,20.6,9.3,77.4,5,5.9,7.2,78.3,65625,15.3,74.6,2.3,12.9,10.5,2.8,65.1,18.7,19,2,81.9,8.4,30993,44602,90.7
06073012600,Non-Host,1,0,5143,25.4,11.5,78.4,3.4,4.3,2.3,62,78017,11.5,68.3,3.8,12.8,6.1,0,64.6,19.7,16.8,7.6,72,6,33416,47766,88.5
06073012700,Non-Host,0,0,4945,23.1,11.6,76,5,5.1,10.2,84.2,67961,18.5,77.1,4,12.3,16.8,2.6,74.6,15.3,20.5,5.7,80.1,8.6,32181,52344,88.4
06073012800,Non-Host,0,0,4009,34.8,22.7,68.6,1.9,4.7,3.9,51.5,84185,26.4,85,7.4,4.9,35.5,9,82.9,5.6,18.8,6,86.8,4.3,53153,58708,77.3
06073012900,Non-Host,0,0,3540,37.2,25.7,64.2,2.3,5.2,2.8,28.4,103438,33.1,93.9,10.4,3,26.1,7.3,95.2,3.3,40.9,13.7,92.5,2.7,46225,53580,74.3
06073013000,Non-Host,0,0,5997,27,14.9,71.9,4.9,5.2,3.7,57.5,72700,18.7,76,4.4,6.5,22.8,6.3,72.7,11.5,15.4,2.9,78.6,2.5,40968,44225,85.1
06073013102,Non-Host,0,0,7294,24.4,11.4,73.6,7.2,5.2,3.6,71.3,64619,16.2,71.7,5.3,9.7,11,4.5,74.7,10.1,21.9,6.2,68.4,9.3,32578,42750,88.6
06073013103,Non-Host,1,0,2922,20.3,9.4,81.1,3.3,3.7,1.7,57.6,73333,13.5,74.8,1.8,15.2,9,1.8,66.6,23.7,17.4,1.8,81.7,7.9,27969,54275,90.6
06073013104,Non-Host,0,0,6017,21.1,8.7,80.5,4,4.7,2.3,78,54750,9.1,67.2,1.2,13.1,8.4,0,58.5,16.8,9.9,2.6,77.3,8.9,30225,38786,91.3
06073013203,Non-Host,0,0,6471,21.1,6.7,85.2,2.3,4.5,2.3,85.6,52014,8.6,68.7,1.2,16.9,9.2,2.4,63.8,22.9,8,0,73.4,11.2,37500,44135,93.3
06073013204,Host,1,1,4114,16.4,5.2,88.3,1.3,3.4,1.3,48.8,61852,11.3,72.5,4.3,11.8,6.7,1.3,62.9,18.3,15.5,7,81.1,5.9,34784,36572,94.8
06073013205,Non-Host,1,0,2473,18.3,7.2,83.9,4.3,3.7,3.8,65.5,61786,20,71.4,8.1,11.3,17.7,12.2,70.1,13.4,22.6,3.6,72.9,9.1,33349,53277,92.8
06073013206,Non-Host,1,0,6909,20.1,8.7,83.9,2.4,3.9,2.7,64,52622,9.8,69.2,3.2,13.7,8.2,3.6,68.5,11.8,11.7,2.8,69.9,16,33118,46339,91.3
06073013301,Non-Host,0,0,5271,31.3,19.6,69.5,2.4,5.4,1.7,22,106645,22.8,82.6,8.6,7.8,25.4,9.6,81.5,9.1,20.2,7.5,83.6,6.5,53176,59575,80.4
06073013302,Non-Host,0,0,5073,30.3,17.3,71.8,2.2,6,1.1,22.4,100772,18.5,83.8,6.4,7.5,19.4,6.4,80.8,9.1,17.6,6.4,86.8,6,41581,47933,82.7
06073013303,Non-Host,1,0,5130,24.2,11,78.5,2.2,5.9,2.3,27.1,71750,14.5,70.9,6.4,12.2,15,5,68.3,12,14,8.1,74,12.3,30625,50990,89
06073013306,Host,1,1,4615,27.1,12.3,71.6,3.8,10.3,2.2,32.8,86563,17.3,81.2,5.2,6,20.2,5.7,80.9,8.5,13.3,4.6,81.7,2.9,40734,52143,87.7
06073013307,Non-Host,2,0,4274,22.4,9.5,75.1,3.4,9.5,2.6,20.6,80156,11.3,81.9,4.1,10,14.1,4.5,75.9,15.7,8.2,3.7,88.4,3.7,33254,55139,90.5
06073013308,Host,2,2,3962,20.4,7.4,83.7,3.2,3.5,2.2,44.3,95725,11.9,74,6.2,12.5,15.1,9,70.7,9.3,8.3,2.9,77.9,16.2,31453,52880,92.6
06073013309,Non-Host,1,0,6866,26.5,15.9,60.4,2.9,16.9,1.1,18.6,140882,29.9,90.3,10.5,2.2,33.2,14.8,88.1,2.2,25.9,5.4,92.9,2.3,36250,62846,84.1
06073013312,Host,1,1,2798,23.7,12.5,74.9,2.4,6,1.8,24.3,97188,19.1,79.4,6.8,9.7,16.4,6,74,11.8,22.2,7.6,85.6,7.3,46250,61705,87.5
06073013315,Non-Host,0,0,3431,32.8,21.7,46.1,5.5,22,1.1,19.9,139476,56.9,97.8,21.6,0.2,57.1,16.9,98.1,0.3,56.8,27.6,97.4,0,55273,75253,78.3
06073013316,Non-Host,0,0,7461,27.5,18.4,48.9,5.3,22.7,2.2,26.9,141364,48,95.3,16.3,2.4,48.5,11.7,92.5,3,47.4,20.9,98.2,1.8,55221,92328,81.6
06073013317,Host,4,4,16159,18.6,12.2,36,10,36.3,4.1,25,139464,43.1,92.6,16.5,1.6,45,17.6,89.5,2.9,41.2,15.3,95.7,0.4,56630,73716,87.8
06073013318,Non-Host,0,0,7876,20.1,13.5,44.2,8.9,28.3,2,31.7,151302,40,94.3,11.5,3,35.9,15.5,94.4,4.3,44.1,7.3,94.2,1.6,55406,70790,86.5
06073013319,Non-Host,1,0,7458,26.7,18.6,47.8,8.2,20.6,9.7,43.6,145256,52.6,91.4,16.3,4.2,53.5,16.3,87,8.3,51.6,16.2,95.9,0,42125,81959,81.4
06073013320,Non-Host,0,0,6556,26.4,17.8,46.4,9.6,20,3.5,35.1,123000,48.8,91.7,17.2,5.8,49.4,19.4,85.8,10.1,48.2,15.2,97.4,1.7,48786,73814,82.2
06073013321,Non-Host,0,0,8312,20.7,12.9,46.1,8.1,26.9,1.5,24.5,148068,50.8,95,17.3,2.8,50.2,23.3,96.2,1.4,51.4,11.4,93.8,4.2,65368,82434,87.1
06073013322,Non-Host,0,0,4635,25.7,17,44.8,7.1,25.3,2.3,32.1,166563,57.3,96.1,13.8,0,56.9,12.1,96.4,0,57.8,15.7,95.7,0,55629,104270,83
06073013323,Non-Host,0,0,6428,22.3,14.7,45.6,6.2,28.7,1.2,20.5,167715,36.4,95.5,10.6,2.9,37.5,15.4,92.1,6.1,35.4,6.2,98.7,0,50643,59976,85.3
06073013324,Non-Host,0,0,2644,21.9,12.4,52.7,10.2,19.9,3.2,62.4,125244,44.4,97.3,5.3,1.3,38,2.1,97.4,2.6,50.5,8.4,97.1,0,56394,85797,87.6
06073013325,Non-Host,1,0,5367,23.8,14.8,47.4,8.2,25.2,2,61.1,82529,27.5,77.8,15.3,19.5,30.9,19.8,75.3,22.3,22.6,9,81.5,15.5,38750,NA,85.2
06073013326,Host,1,1,4478,16.4,9.2,37.5,4,46.2,0.8,10.8,179425,56.9,96.5,19.3,3,62.6,17.6,94.6,4.6,49.5,21.6,99.1,0.9,93622,63042,90.8
06073013327,Host,1,1,5401,26.3,17.9,45.5,7.1,26.7,4,55.3,144328,51.5,92.5,3.3,5.3,65.1,1.9,88.6,7.4,40.9,4.4,95.5,3.6,75104,59158,82.1
06073013401,Non-Host,0,0,4499,38.7,28,60.6,1.5,5.8,3.5,16.6,134358,31.1,92.2,11.6,4.8,35.1,14.2,90,6,27.2,8.9,94.5,3.6,51786,52245,72
06073013409,Non-Host,0,0,5590,34.1,22.9,54.3,6.5,11.8,3.2,40.7,108590,29.9,87,8.4,4.5,35.2,9.3,87.4,6,25.1,7.5,86.7,3.1,42266,57825,77.1
06073013411,Non-Host,0,0,5270,42.8,32.6,46.2,2.7,13.5,2.5,12.6,158802,52.3,96,22.3,2.5,50.8,21.8,95.8,3.3,53.9,22.8,96.3,1.6,68066,86122,67.4
06073013412,Non-Host,0,0,5187,34.3,24.8,52,3.4,15.4,2.9,29,119348,42.9,88.8,12.8,4.4,39.3,13.8,90.1,6.1,45.9,12.1,87.8,3,51563,72007,75.2
06073013414,Non-Host,0,0,7375,28.1,19.6,52.3,4.3,18.6,1.2,20,143600,40.5,88.4,14.1,2.7,37.7,10.2,84.6,0.8,42.9,17.6,91.7,4.4,57628,59286,80.4
06073013415,Non-Host,0,0,1640,31.8,24,53.9,3.8,15.9,1.6,23.2,160804,44.9,94.8,15.8,2.6,52.5,16.7,96.9,1.3,37.3,14.9,92.7,3.9,74417,82614,76
06073013416,Non-Host,0,0,3930,41.7,32.2,47.3,5.4,10.9,1.2,27.1,122210,31.9,92.5,10.8,4.7,30.2,11.4,91.1,5.2,33.6,10.2,93.9,4.2,65594,71021,67.8
06073013417,Non-Host,0,0,1971,35.8,24.8,48.2,4.9,18.2,1,11.5,152700,50.5,94.4,18,1.2,46.5,15,90.6,1.8,54.8,21.2,98.5,0.6,53150,85781,75.2
06073013418,Non-Host,0,0,6095,30.3,19.3,57.2,3.6,15.5,2,25.1,82440,33.1,90.8,9,2.6,35.7,11.6,91.4,5.2,30.4,6.4,90.2,0,52019,58482,80.7
06073013420,Non-Host,0,0,3608,24,15.4,53.3,6.9,20,2.8,53.5,127222,38.4,94.7,14.3,4.7,28.3,9.6,93.2,6.8,48,18.8,96.1,2.7,42381,67411,84.6
06073013421,Non-Host,0,0,4720,26.9,17.7,52.2,3.1,23.3,2,24.2,145000,53.1,91.7,17.1,5.7,48.1,13.6,89.2,7.2,58.8,21.1,94.6,4,38477,73571,82.3
06073013422,Non-Host,0,0,3964,39.9,31.4,46.5,2.8,13.8,2.6,14.6,149167,47.9,92.9,22.2,4.3,38.4,21.7,94.2,5.3,57.6,22.7,91.5,3.4,43542,82070,68.6
06073013423,Non-Host,0,0,3934,28.3,20.8,41.9,5.6,25.6,1.5,16.9,144375,56.8,94.2,21.1,2.7,66.1,19.4,96.1,0,45.5,23.1,91.9,6.1,70833,83542,79.2
06073013424,Non-Host,0,0,5698,30.1,21,51,4.5,18.8,0.6,26.5,160263,34.8,94.6,9.7,1.9,32.2,5.9,94,1.8,37.3,13.2,95.1,1.9,36681,113250,79
06073013425,Non-Host,0,0,2243,29.8,18.9,52.8,4.1,19.2,4.8,9.7,188339,56,90.2,20.4,6.5,53.5,12.3,84.1,10,59,29.9,97.4,2.3,69063,87708,81.1
06073013503,Non-Host,0,0,6168,43.9,37.9,36.3,12.6,5.8,2.2,46.5,99470,28.4,92.6,8.4,3.2,34.4,5.9,95.2,3.9,22.5,10.8,90.1,2.5,45211,56194,62.1
06073013504,Non-Host,0,0,3847,48.3,42.3,28.3,12.3,11.5,1.1,27.3,138304,41.5,94,17.2,1.2,49.7,26.1,94.8,1.8,33.2,8.2,93.2,0.7,56389,75893,57.7
06073013505,Non-Host,0,0,5060,50.5,43,33.8,12.1,5.1,3.4,38.1,122422,31.7,92.9,8.6,2.9,32.9,9.7,88.4,3.4,30.4,7.6,97.3,2.3,60784,49103,57
06073013506,Non-Host,0,0,4422,39.9,35.6,43.8,8.5,6.8,1.3,26.3,102031,27.7,83.4,13.3,12.8,32.1,15.5,79.1,14.1,23.8,11.3,87.2,11.7,53932,57458,64.4
06073013601,Non-Host,0,0,5253,58,53.5,29.1,7.7,4,3.8,31.6,114656,40.1,95.5,19.3,1.6,44.3,20.9,94.8,2,35.8,17.6,96.2,1.2,66096,81996,46.5
06073013604,Non-Host,0,0,6256,74.6,70.4,16.7,4.3,4.2,3.5,42,103606,42.7,95.5,18.4,3,40.4,25.1,97.2,2.5,45.2,11,93.6,3.5,41370,72098,29.599999999999994
06073013605,Non-Host,0,0,5804,76.2,72.1,15,2.8,4.3,2.4,13.4,157344,51.9,94.9,22.1,4.5,57.6,31.7,98.9,0,46.3,12.5,90.9,9.1,81037,100054,27.900000000000006
06073013607,Non-Host,0,0,2665,59.4,54.6,21.2,12,5.1,2.7,50.9,80885,31.9,86.7,17.8,6.2,39.4,22.3,96.5,2.5,22.3,12,74,11,86842,58373,45.4
